,letter,x-box,y-box,width,height,onpix,x-bar,y-bar,x2bar,y2bar,xybar,x2ybr,xy2br,x-ege,xegvy,y-ege,yegvx
8598,D,5,9,5,4,3,12,3,3,5,12,1,8,4,7,2,11
9821,V,2,3,3,2,1,7,12,2,2,7,11,8,2,10,1,8
51,L,3,6,3,4,1,1,0,6,6,0,1,5,0,8,0,8
5473,Y,6,6,5,9,4,7,7,4,3,6,11,6,4,11,6,6
8411,Q,4,6,5,5,4,8,7,7,5,6,7,8,2,8,4,9
12556,B,9,15,7,9,5,7,7,5,5,10,6,8,6,6,9,10
9961,A,3,11,6,8,4,11,4,2,3,9,2,9,3,7,3,8
17706,L,2,7,2,5,1,0,1,5,6,0,0,7,0,8,0,8
7192,V,4,9,6,7,1,6,8,5,3,8,14,8,3,9,0,8
9267,U,4,7,6,6,5,7,7,4,4,6,6,9,4,9,1,8
15665,C,4,6,5,4,2,5,8,5,7,12,9,12,2,10,3,8
5395,P,8,12,7,6,3,7,9,6,4,13,4,5,4,10,4,8
10953,V,2,3,3,1,1,7,12,3,3,8,11,8,2,10,1,8
16815,I,3,7,5,5,2,8,6,2,7,7,6,7,0,9,4,7
10821,Y,3,5,5,4,2,8,11,1,7,5,11,9,2,12,3,8
15076,A,3,6,6,4,3,7,5,2,3,6,2,6,2,6,3,5
13552,Y,3,8,6,6,3,7,9,1,6,6,11,8,2,11,2,8
9799,R,4,3,4,4,2,6,9,8,4,6,5,8,2,8,5,10
5083,Q,4,9,6,7,6,8,5,7,4,6,6,8,3,7,5,9
5652,V,3,9,5,7,3,8,9,4,1,7,12,8,2,10,0,8
11567,B,3,7,3,5,3,6,8,8,6,7,5,7,2,8,9,10
19170,Z,5,11,7,8,4,9,6,3,10,12,4,8,1,7,6,9
1619,Z,4,8,5,6,3,7,7,3,12,9,6,8,0,8,8,8
15374,L,1,3,3,1,1,7,4,1,7,8,2,10,0,7,2,9
866,E,5,9,7,7,6,8,7,6,3,7,6,10,5,9,9,8
627,I,3,7,4,5,2,7,7,0,7,13,6,8,0,8,1,7
7528,A,3,4,6,6,2,7,6,3,0,7,0,8,2,7,1,8
7076,T,5,7,6,5,4,6,10,1,8,11,9,5,1,10,3,4
16956,R,4,3,5,5,3,5,11,8,3,7,4,8,2,7,6,11
1110,O,4,6,5,4,2,7,7,8,8,7,6,8,3,8,4,8
12442,G,3,2,5,4,3,7,6,6,6,6,6,10,2,9,4,9
8126,X,2,2,4,4,2,7,7,3,9,6,6,8,2,8,6,8
5163,E,5,8,7,6,4,5,9,4,10,12,10,8,2,8,5,3
14971,I,5,11,4,6,2,10,6,2,5,11,4,6,2,9,4,11
3449,O,3,3,4,2,2,8,7,7,5,7,6,7,2,8,3,7
9608,D,5,9,7,6,6,9,7,3,6,11,5,6,4,7,4,8
10766,D,5,10,6,8,6,6,8,9,7,7,7,5,3,6,5,9
1333,P,5,11,7,8,5,8,8,1,6,13,6,5,1,9,3,9
5026,Z,3,7,4,5,3,6,8,5,9,7,7,9,1,9,7,7
18461,K,3,8,4,6,2,3,7,8,3,7,6,11,4,8,3,11
17091,X,3,4,5,3,2,10,7,2,8,10,3,7,2,7,3,9
14743,N,4,7,5,5,4,7,7,7,5,8,6,6,3,7,3,8
13916,C,3,6,4,4,1,5,7,7,10,6,6,13,1,8,4,8
8219,L,3,6,4,4,2,5,5,1,9,6,2,10,0,7,2,7
8783,M,7,8,10,6,6,4,7,4,5,11,11,11,9,6,4,7
16102,F,3,4,4,6,2,1,12,5,6,12,11,9,0,8,2,6
3917,B,6,10,8,7,6,10,7,3,7,11,3,6,2,8,5,11
9418,J,3,8,3,6,2,14,3,4,4,13,1,8,0,7,0,8
9070,O,4,9,5,7,5,7,7,8,4,7,6,8,3,8,3,8
2693,L,4,6,5,6,4,7,7,4,5,7,6,8,2,9,7,10
2471,O,6,11,7,8,6,7,8,8,7,7,6,6,4,7,5,10
17122,W,3,3,5,5,3,7,8,4,1,7,8,8,8,10,0,8
12431,J,5,9,7,7,4,8,7,3,6,15,5,8,0,6,1,7
633,B,2,1,2,2,1,7,7,8,5,6,6,7,2,8,7,10
15816,Y,4,10,6,8,4,5,9,0,7,8,12,9,1,11,2,7
15476,I,2,11,2,8,3,7,7,0,7,7,6,8,0,8,3,8
2106,Q,6,9,6,10,8,8,5,7,4,9,5,8,4,8,5,7
10269,H,2,1,2,1,2,8,8,5,5,7,6,8,3,8,2,7
13013,A,1,1,3,2,1,7,2,2,1,7,2,8,1,6,2,7
14982,V,5,9,5,7,2,2,11,5,4,12,12,8,2,10,1,8
6118,R,3,3,3,4,2,6,11,8,3,7,3,9,2,7,5,11
124,B,5,9,7,7,7,8,8,3,6,10,5,6,3,7,6,8
8599,U,1,0,2,0,0,7,6,10,4,7,12,8,2,10,0,8
1291,V,2,0,3,1,0,7,9,4,2,7,13,8,2,10,0,8
6212,R,4,9,6,6,6,7,8,5,5,7,5,7,3,7,5,9
15352,N,5,10,6,7,4,6,8,6,5,7,7,9,6,8,2,6
16796,K,8,12,7,6,4,9,8,3,7,9,4,6,6,9,4,8
13096,F,5,11,7,8,6,6,10,2,5,13,7,5,2,10,2,7
4572,L,4,11,6,9,5,8,4,0,8,9,3,10,2,5,3,9
13545,V,6,9,6,7,4,3,12,2,3,9,11,8,2,10,1,8
2001,V,3,5,4,3,1,4,12,4,4,11,11,7,2,11,1,8
7144,X,2,3,3,4,1,7,7,4,4,7,6,8,3,8,4,8
13801,F,3,7,4,5,3,8,9,2,6,13,5,5,1,10,2,9
11068,M,4,5,7,3,4,9,6,3,5,9,4,7,9,7,2,8
17171,A,2,7,4,5,3,11,2,2,2,9,2,9,2,6,2,7
11857,W,3,6,5,4,5,8,9,5,4,5,9,9,5,8,2,7
7552,V,6,7,6,5,2,3,12,5,4,12,12,7,3,10,1,8
11393,D,4,6,6,4,4,7,6,7,5,5,5,5,3,8,3,8
1786,M,4,2,6,3,4,8,6,6,5,6,7,8,8,7,3,6
6045,I,2,9,5,7,5,10,6,2,4,9,5,5,3,8,5,7
19520,L,5,8,7,7,6,7,7,4,5,6,7,9,3,9,8,7
7460,J,5,9,6,7,3,9,5,4,6,15,4,10,0,7,1,7
10847,I,3,7,4,5,2,9,6,0,7,13,5,9,0,8,1,8
17418,I,0,4,0,6,0,7,7,4,4,7,6,8,0,8,0,8
2224,I,2,8,3,6,2,8,7,0,7,13,6,8,0,8,1,8
18260,S,6,9,7,6,4,8,7,4,8,11,6,8,2,9,5,8
8028,Q,4,6,6,9,3,8,7,9,6,6,6,9,3,8,5,9
16131,L,3,6,4,4,2,4,3,7,6,1,2,4,1,6,1,6
13631,E,3,8,4,6,5,6,7,3,6,8,7,10,4,10,8,10
16015,G,6,8,8,7,9,7,6,6,4,7,7,9,10,8,9,9
9283,E,4,9,5,6,4,7,7,3,8,11,7,9,3,8,5,8
15797,X,3,4,4,3,2,7,7,3,9,6,6,9,2,8,6,8
9640,B,2,6,4,4,3,7,7,7,6,7,6,6,2,8,7,9
10379,X,2,2,3,3,2,8,7,3,8,6,6,8,2,8,5,9
17121,G,2,1,2,2,1,8,6,6,6,6,5,10,1,7,5,10
1288,T,4,9,5,7,5,7,11,4,6,7,11,8,2,12,1,7
15222,E,3,5,5,4,3,5,8,3,9,11,8,10,2,8,4,7
10862,L,2,6,4,4,2,9,4,1,8,10,3,10,0,7,2,10
5984,L,3,6,3,4,1,0,1,6,6,0,0,6,0,8,0,8
10933,J,3,8,5,6,2,10,6,2,7,14,4,8,0,7,0,8
13405,X,4,9,5,6,1,7,7,5,4,7,6,8,3,8,4,8
14385,A,3,10,6,7,2,7,3,3,3,7,1,8,3,6,3,7
10089,G,8,10,6,5,3,8,5,4,4,9,4,6,4,7,5,8
4720,V,5,6,7,6,7,7,8,6,5,7,6,7,6,9,7,10
5528,W,6,9,8,7,12,10,7,5,2,7,7,8,11,10,3,5
11732,C,6,10,6,7,4,6,8,7,8,13,8,10,2,11,3,7
16608,B,4,8,4,6,5,6,7,8,6,6,6,7,2,8,7,9
3929,Q,3,5,4,6,4,8,7,7,3,8,6,9,2,9,3,8
1837,G,3,6,4,4,4,7,8,5,3,6,6,10,3,8,6,8
6194,W,5,8,7,6,3,7,8,5,2,7,8,8,9,9,0,8
3355,V,6,10,6,8,4,2,11,2,3,10,11,8,2,10,1,8
861,Y,8,11,8,8,4,2,11,3,6,12,12,7,1,11,2,5
16295,P,5,9,7,7,7,5,9,6,4,8,7,9,5,9,7,10
2845,P,7,11,10,9,8,7,11,6,4,11,5,3,2,11,4,8
1630,E,6,10,9,8,6,4,9,4,9,12,10,9,3,8,5,5
7589,X,6,8,8,6,6,7,6,3,5,7,6,11,4,6,10,8
15815,Q,4,9,5,8,5,8,8,8,5,6,6,9,3,8,4,9
13852,K,2,4,4,3,2,7,7,1,7,10,5,9,3,8,3,8
13712,F,2,4,3,3,2,5,10,4,5,10,9,5,2,9,3,6
11222,V,5,10,7,8,4,7,12,2,3,6,11,9,4,10,3,7
10,X,3,9,5,7,4,8,7,3,8,5,6,8,2,8,6,7
1888,O,5,9,5,7,4,7,7,8,5,9,7,10,3,8,4,6
4034,A,3,7,4,5,3,9,4,3,1,8,1,8,2,6,1,8
1090,B,1,0,2,1,1,7,8,7,5,7,6,7,1,8,6,8
5446,E,5,10,5,7,3,3,8,6,11,7,6,15,0,8,7,7
13577,M,6,9,8,8,11,7,7,4,4,6,6,8,11,8,5,5
9722,I,1,1,1,2,1,7,7,1,7,7,6,8,0,8,2,8
9847,W,5,7,7,5,3,7,8,4,1,6,8,8,8,9,0,8
13920,N,6,9,5,4,2,6,9,4,5,4,4,10,5,10,2,8
12722,N,5,11,8,8,6,7,9,6,5,6,6,7,6,9,1,7
6341,L,4,8,5,6,6,8,8,3,5,6,7,9,6,11,6,6
177,N,5,9,7,6,4,4,10,3,4,9,10,9,5,8,1,8
12309,K,3,7,5,5,5,6,6,3,4,6,6,9,5,8,7,9
9184,U,2,1,3,2,1,5,8,6,6,8,10,10,3,9,1,7
5283,P,1,1,2,1,1,5,11,7,1,9,6,4,1,9,3,8
918,K,5,8,8,6,5,3,8,2,6,10,11,11,3,7,3,5
1631,D,6,11,9,8,8,7,8,6,6,10,7,5,7,9,6,11
10116,D,2,4,3,3,2,9,7,4,5,9,4,5,2,8,2,8
15579,V,1,1,2,1,0,8,9,4,2,7,13,8,2,10,0,8
10838,G,5,7,7,6,7,6,10,5,3,7,7,7,9,13,8,7
12415,P,4,5,5,7,6,9,7,4,3,6,7,8,6,11,5,4
13953,E,3,6,4,4,4,8,7,5,3,7,6,9,4,8,7,9
8391,F,2,3,4,1,1,6,10,3,5,13,7,5,1,9,1,7
1817,Q,6,9,7,11,8,7,9,5,3,8,10,10,5,8,8,10
16300,M,3,7,5,5,5,8,7,5,4,6,7,8,7,6,2,7
9313,D,2,1,2,1,1,7,7,6,6,7,6,5,2,8,2,7
19749,Y,1,0,2,0,0,7,10,3,1,7,12,8,1,11,0,8
6239,C,5,10,4,5,3,8,5,5,3,9,9,11,4,9,7,11
18465,Y,3,5,5,7,1,7,10,1,3,7,12,8,1,11,0,8
5626,Z,4,9,4,6,3,7,10,3,11,8,6,7,0,8,7,7
6912,S,2,2,3,4,2,8,7,7,5,7,7,8,2,9,9,8
14044,G,4,9,6,7,6,7,7,6,2,7,6,11,4,8,8,8
17676,K,2,3,4,2,2,6,7,2,6,10,7,10,3,8,2,7
14412,C,4,7,5,5,5,5,7,3,5,8,6,11,6,9,4,9
18328,V,7,12,6,6,4,8,9,3,3,8,8,5,5,12,2,8
9507,U,3,2,4,3,2,8,9,5,7,5,9,8,3,9,1,8
18491,V,3,2,5,4,2,7,12,2,3,7,11,9,2,10,1,8
1437,R,3,4,3,5,2,5,11,7,4,7,3,9,3,7,6,11
4602,P,5,10,7,8,6,6,6,6,4,7,6,9,5,8,7,10
11878,D,4,11,5,8,3,6,7,11,9,7,6,6,3,8,4,8
2610,Q,5,9,5,4,3,12,3,3,4,10,3,8,3,9,5,12
12472,G,3,7,4,5,3,7,6,7,7,7,4,11,1,8,5,11
11774,G,4,6,5,4,5,9,8,6,2,5,7,9,6,10,3,8
4013,J,5,10,6,8,3,6,9,3,6,15,7,8,2,8,2,8
401,G,5,11,7,8,5,7,6,7,8,7,4,12,2,9,6,8
1754,K,1,1,2,1,1,6,7,4,7,7,6,11,3,8,4,9
1285,Y,6,9,6,7,4,5,9,0,8,8,9,5,1,11,4,5
8214,O,9,13,6,7,4,6,5,6,4,10,6,10,6,8,5,7
13573,O,5,10,7,8,5,8,7,9,4,7,6,7,3,8,4,9
19732,P,3,6,6,4,3,9,8,3,5,12,4,4,1,10,3,9
13047,W,7,7,7,5,6,5,10,3,3,9,7,7,8,10,3,5
16827,O,7,13,5,7,3,9,7,7,5,9,4,8,5,9,5,9
18672,O,6,11,7,8,5,7,7,8,5,10,6,8,3,8,3,8
17787,Q,5,9,7,7,6,8,3,8,4,6,6,7,3,8,3,8
9648,O,5,8,5,6,4,7,9,7,4,10,8,6,4,9,4,9
15153,E,4,6,6,4,4,10,6,1,7,11,4,8,3,8,4,11
7502,O,1,1,2,1,1,8,7,7,5,7,6,8,2,8,3,8
17584,Q,2,4,3,5,3,7,8,5,1,7,8,10,2,9,4,8
10668,L,3,8,4,6,2,0,2,4,6,1,0,7,0,8,0,8
2809,O,1,0,1,1,0,7,6,6,3,7,6,8,2,8,3,8
9553,R,6,10,5,5,3,7,6,5,4,9,5,9,6,5,6,11
11338,K,3,3,5,2,2,6,8,2,6,10,6,9,3,9,3,7
3116,L,4,10,6,8,4,5,5,1,9,6,2,10,1,7,3,7
11643,E,3,7,3,5,2,3,7,6,10,7,6,14,0,8,7,7
8279,W,4,5,5,3,3,3,10,2,2,10,10,8,6,11,1,7
8571,F,3,3,3,5,1,1,14,5,3,12,10,5,0,8,2,6
5615,M,5,8,6,6,3,7,7,12,2,7,9,8,8,6,0,8
17510,M,6,5,8,4,7,9,8,5,4,7,6,7,9,8,5,3
13647,X,4,8,6,6,3,7,8,0,7,9,7,8,2,8,3,7
8730,T,2,8,4,6,2,8,11,2,9,6,11,7,1,11,1,7
1994,A,2,6,5,4,3,6,5,1,3,5,2,7,2,6,3,4
405,V,2,5,4,4,1,6,11,3,4,8,11,8,2,10,1,8
14309,O,3,9,4,7,4,7,6,8,4,7,5,11,3,8,3,9
14477,V,6,7,6,5,3,4,11,1,3,8,10,8,5,11,2,7
4528,C,4,5,5,5,4,6,8,3,5,6,6,11,4,9,7,9
10456,L,1,0,2,1,0,2,1,5,5,0,2,5,0,8,0,8
4437,E,4,6,5,4,5,7,9,5,4,6,6,9,4,7,7,7
3557,U,4,9,5,7,4,7,6,11,4,6,13,8,3,9,0,8
18157,I,1,8,2,6,2,7,7,0,7,7,6,8,0,8,2,8
10337,U,10,12,8,6,4,6,5,5,6,3,8,7,5,9,2,6
4327,Z,4,8,5,6,5,8,8,3,7,7,6,7,1,9,10,8
11203,L,3,6,4,5,4,9,7,4,6,6,6,9,2,8,7,10
1152,T,3,10,5,8,5,7,11,4,5,7,11,8,3,12,1,8
7406,A,4,9,6,7,5,7,5,2,4,5,1,6,3,6,4,5
17778,I,4,11,5,8,3,7,7,0,8,14,6,8,0,8,1,8
518,X,1,0,2,0,0,7,7,4,4,7,6,8,2,8,3,8
187,E,3,2,3,4,3,7,8,5,7,7,5,9,2,8,5,10
8797,U,6,7,7,5,4,4,8,5,7,9,8,9,3,9,3,5
8441,Y,2,5,4,4,2,6,10,1,7,8,11,9,1,11,2,7
9505,L,3,7,4,5,1,0,0,6,6,0,1,5,0,8,0,8
13298,D,5,10,6,8,3,5,7,10,10,7,7,6,3,8,4,8
7171,S,6,10,7,8,4,8,7,5,9,11,4,7,2,7,5,9
11164,F,5,10,5,5,3,7,8,3,4,10,6,7,4,8,7,6
10357,P,10,15,8,8,4,7,9,6,3,11,4,5,5,9,4,7
499,W,7,9,10,8,11,6,6,6,5,5,5,8,11,11,9,12
15130,X,3,7,5,5,3,4,8,1,7,10,11,9,2,9,3,5
12346,M,10,12,10,7,5,11,12,6,4,4,7,9,8,12,2,7
18349,O,3,7,4,5,3,8,7,7,3,9,6,8,3,8,3,8
11445,P,5,4,5,6,2,4,13,8,1,10,6,3,1,10,4,8
1882,Z,3,8,5,6,3,8,7,2,9,11,5,9,1,8,6,8
6160,E,5,8,7,6,5,6,8,3,8,11,8,9,3,9,5,7
4334,P,7,10,7,5,4,8,9,4,3,12,5,4,4,11,5,6
2155,H,3,3,5,2,3,7,7,2,6,10,6,8,3,8,3,7
2879,C,6,12,5,6,4,8,6,4,3,9,8,11,4,9,7,11
11535,W,5,6,5,4,4,5,11,3,2,9,8,7,6,12,2,7
317,M,7,9,10,7,6,5,6,4,5,11,10,11,11,5,4,8
3381,L,4,8,5,6,4,3,4,4,7,2,0,8,0,6,1,6
16098,N,3,2,4,3,2,7,8,5,4,8,7,7,5,8,3,6
372,K,6,10,8,8,8,6,7,5,3,7,5,8,5,7,10,8
10127,K,5,10,8,8,9,6,6,4,4,6,5,9,8,7,8,8
11037,W,4,10,7,8,6,7,10,2,3,6,9,8,8,11,1,8
8593,Y,2,3,4,4,1,9,10,3,2,5,13,8,2,11,0,8
11985,P,4,9,5,6,2,3,12,8,1,10,6,3,1,10,4,8
15696,L,6,12,5,7,3,10,2,4,4,13,4,12,2,7,6,9
8651,K,4,7,6,5,6,8,8,5,5,8,5,7,7,6,6,11
13495,B,3,9,5,6,5,8,7,6,6,7,6,5,2,8,6,9
8325,K,4,6,6,6,5,6,7,2,4,6,4,9,4,5,8,8
4454,P,8,9,6,4,3,8,8,5,4,12,3,6,5,9,4,8
897,X,3,6,5,4,3,8,7,4,9,6,6,8,3,8,6,8
1664,C,6,11,7,8,4,5,8,8,9,9,9,13,2,9,4,9
13639,N,4,9,6,7,4,7,8,6,5,7,6,6,6,9,2,5
14064,S,3,4,4,3,2,6,8,3,7,10,8,8,1,8,5,5
2946,D,3,6,4,4,3,7,8,8,7,8,7,3,3,8,3,7
11349,O,2,0,2,1,1,8,7,7,6,7,6,8,2,8,3,8
2518,U,7,9,7,7,5,3,8,5,7,10,9,9,3,9,2,6
3216,F,2,2,3,3,2,5,10,4,5,10,9,5,1,10,3,6
18574,W,3,4,5,3,3,7,11,2,2,7,9,8,7,11,1,8
13215,D,4,8,5,6,4,7,7,7,8,6,5,5,3,8,3,7
3793,W,8,10,11,9,14,7,7,5,5,6,5,8,11,9,10,9
4735,T,3,2,4,3,2,7,12,2,7,7,11,8,1,11,1,7
19350,F,0,0,1,0,0,3,12,4,2,11,9,6,0,8,2,8
8100,H,9,13,8,7,5,5,8,5,4,9,10,10,7,11,5,9
1910,V,3,9,5,6,1,7,8,4,2,7,14,8,3,9,0,8
2329,E,3,7,3,5,2,3,7,6,11,7,7,15,0,8,7,7
3528,E,6,9,8,7,5,9,7,2,9,11,4,9,2,8,5,10
13874,T,4,6,5,4,2,5,11,2,8,11,9,5,1,11,2,4
16119,S,4,7,5,5,3,8,8,3,7,10,3,6,2,6,5,9
7256,E,3,7,3,5,2,3,8,6,10,7,6,14,0,8,7,8
16995,J,4,4,5,5,4,7,9,4,5,7,7,8,3,7,6,6
12298,L,1,3,2,2,1,7,4,2,7,7,2,9,0,7,2,8
4706,R,5,7,6,5,6,8,9,7,3,8,4,6,5,7,7,9
11592,J,5,10,4,7,3,7,11,3,3,13,5,4,2,7,6,8
14647,S,2,4,4,2,2,8,8,2,7,11,6,7,1,8,5,8
7400,S,4,9,5,6,5,8,7,5,8,5,5,8,0,8,8,7
3956,K,7,12,7,7,4,11,6,4,6,11,2,6,5,8,4,10
10774,I,1,3,2,2,1,7,8,1,7,13,6,8,0,8,1,7
17703,U,5,7,7,5,8,7,7,4,4,7,7,8,10,9,6,8
11729,K,4,10,6,7,8,9,7,3,4,5,6,8,7,9,7,6
17196,J,3,11,4,8,3,9,6,3,7,12,4,9,1,6,2,6
18246,S,6,11,6,6,3,9,5,4,4,13,6,9,3,10,3,8
10937,E,2,6,3,4,2,3,7,5,9,7,6,14,0,8,6,9
11034,Y,3,5,5,3,2,4,11,3,6,12,10,5,1,11,2,5
2858,E,2,1,3,2,2,7,7,5,7,7,6,8,2,8,5,10
14189,P,2,1,2,2,1,5,9,3,4,9,8,4,1,9,3,7
12394,X,5,7,7,5,6,8,6,2,5,6,7,7,3,10,10,8
9160,T,5,11,7,8,7,8,11,3,6,6,11,8,3,12,1,8
3562,K,5,9,5,5,2,4,8,4,6,9,11,11,5,9,3,6
6596,S,5,9,6,7,5,8,7,7,5,7,6,7,2,8,9,8
14853,K,6,9,9,6,5,5,7,2,8,10,9,11,4,7,4,7
18007,O,2,3,2,2,1,7,7,6,3,8,6,8,2,8,2,7
8573,Q,7,8,7,10,7,7,8,6,3,7,9,11,4,8,7,8
1660,X,4,4,5,6,1,7,7,5,4,7,6,8,3,8,4,8
6865,F,3,7,5,5,5,10,7,1,5,9,5,6,4,10,5,7
16254,P,3,8,3,6,2,5,9,10,5,8,6,5,2,9,4,8
8131,H,6,10,8,8,11,8,9,5,3,6,7,7,8,7,11,9
11452,D,6,10,9,8,7,10,6,2,7,11,4,7,5,6,4,10
1171,I,1,4,2,3,1,7,7,1,8,13,6,8,0,8,1,8
2649,G,3,4,4,6,2,7,5,7,7,5,5,10,1,8,6,11
9232,Q,4,7,6,8,6,8,5,8,4,6,5,9,4,9,6,8
9724,Y,4,8,5,6,2,5,10,2,2,8,12,8,2,11,0,8
11768,O,4,5,5,7,3,7,8,9,8,7,8,8,3,8,4,8
10300,Z,2,5,4,4,2,7,8,2,9,11,6,8,1,8,6,8
9731,Y,6,8,6,6,3,4,10,1,8,11,10,6,2,11,4,3
5736,M,6,9,8,6,8,6,6,6,5,7,7,11,11,5,2,9
940,X,3,5,4,4,4,5,8,2,4,8,7,9,2,7,7,8
6728,I,1,9,2,7,2,7,7,0,8,7,6,8,0,8,3,8
6496,R,7,13,7,7,5,10,6,4,5,10,2,7,6,7,6,8
6163,W,5,8,5,6,4,2,10,2,3,10,11,9,6,10,1,7
7435,F,6,9,8,7,5,8,9,1,7,14,5,5,2,9,3,9
236,X,3,4,6,3,2,7,7,1,9,10,6,8,2,8,3,7
7959,W,4,3,6,5,3,5,8,5,1,7,8,8,8,9,0,8
4604,I,1,10,0,8,1,7,7,5,3,7,6,8,0,8,0,8
1141,Z,3,8,4,6,4,7,8,5,9,7,6,9,1,9,7,7
11578,V,7,10,7,7,3,4,11,2,4,9,11,7,4,10,1,7
5117,C,6,11,8,9,6,7,7,8,6,6,6,13,6,8,5,7
6372,X,6,12,6,6,4,7,8,2,7,11,7,7,4,12,3,7
15077,D,3,6,4,4,4,7,7,4,7,7,6,6,3,8,3,7
5092,J,4,6,5,4,2,8,6,4,7,15,6,10,1,6,1,7
5414,G,5,9,7,8,8,7,9,5,2,7,7,8,6,11,7,9
7174,J,2,6,4,4,2,9,5,4,5,14,4,10,0,7,0,8
17808,A,3,8,4,6,3,8,3,2,2,7,1,8,2,6,2,7
8690,L,4,9,5,6,2,7,4,0,9,9,2,10,0,7,2,8
3558,X,6,11,9,8,5,10,7,1,8,10,2,7,3,8,4,9
2685,X,1,0,1,0,0,7,7,3,4,7,6,8,2,8,3,8
7123,O,4,9,3,4,2,6,7,6,3,9,6,8,4,10,4,7
15240,A,4,11,7,8,4,12,4,3,3,9,1,9,3,8,3,9
10783,G,4,8,6,6,6,7,9,6,4,6,6,8,5,7,7,7
14775,R,4,8,6,6,5,7,8,5,6,7,5,7,3,7,5,8
13831,K,5,6,7,4,5,6,7,1,6,10,7,10,3,8,3,8
3797,U,3,7,5,5,4,8,7,7,5,6,7,9,5,8,3,7
13044,U,5,10,6,8,3,7,4,15,6,7,14,8,3,9,0,8
17687,L,2,8,3,6,1,0,1,5,6,0,0,7,0,8,0,8
9912,K,5,9,6,7,2,4,7,9,2,7,6,12,4,8,3,11
16154,W,4,2,6,4,4,5,11,3,2,8,9,9,10,13,1,8
4372,J,0,0,1,1,0,12,4,5,3,12,4,11,0,7,0,8
17989,K,8,10,8,6,3,4,7,5,7,9,12,12,6,11,3,6
5405,F,4,11,4,8,2,0,13,5,4,12,11,6,0,8,2,5
2366,J,2,7,3,5,1,14,2,6,5,14,2,11,0,7,0,8
5031,F,3,5,5,3,2,6,12,3,5,13,7,4,1,10,2,6
15383,C,4,6,4,4,2,5,9,6,8,12,10,11,1,9,2,7
18093,F,5,11,6,8,6,5,10,5,6,10,10,6,2,9,3,5
11386,Z,6,11,8,9,8,10,7,5,4,7,5,7,4,8,10,5
17689,V,2,6,4,4,2,8,12,2,2,5,10,9,2,11,0,9
110,I,2,9,3,7,2,8,7,0,7,13,6,9,0,8,1,8
3909,K,4,10,6,8,6,7,6,5,4,6,6,8,4,6,10,11
10736,F,5,9,5,5,2,8,8,2,7,11,6,6,2,10,5,8
14791,R,5,9,8,6,5,11,6,3,6,11,1,6,4,5,4,10
8568,U,2,0,3,1,1,7,5,11,5,7,14,8,3,10,0,8
4930,X,5,11,6,8,2,7,7,5,4,7,6,8,3,8,4,8
10564,L,3,7,4,5,2,0,1,4,5,1,1,7,0,8,0,8
14023,D,4,7,6,5,4,9,7,5,7,10,4,5,3,8,3,8
17732,M,3,3,4,5,3,7,7,12,1,8,9,8,8,6,0,8
6684,W,10,12,9,6,4,5,9,2,2,7,10,7,9,12,1,6
12410,E,3,8,5,6,4,7,7,5,8,7,6,9,6,8,6,9
19477,J,2,4,4,3,1,9,4,4,5,14,6,12,0,7,0,8
2608,B,4,6,7,6,6,7,10,6,6,8,7,8,5,9,7,9
19216,F,7,10,9,8,4,6,11,3,6,14,6,3,2,10,2,7
17795,F,3,2,4,4,2,5,10,4,6,11,9,5,1,10,3,6
1428,E,4,6,6,4,4,6,8,3,7,11,8,9,3,9,4,7
14454,K,1,0,1,0,0,4,6,6,2,7,6,11,3,7,2,10
7064,O,7,11,5,6,3,7,9,6,5,9,5,6,4,9,5,8
14489,A,1,1,2,1,0,8,4,2,0,7,1,8,2,7,1,8
9446,S,4,7,6,6,7,8,7,5,4,7,7,7,5,9,10,12
15684,Y,3,5,5,7,5,9,10,5,4,7,7,7,5,11,6,5
9404,N,5,7,7,5,3,7,9,2,4,10,6,6,5,9,1,7
11999,X,4,8,5,6,4,8,7,3,8,5,6,7,3,9,7,7
8743,Q,3,5,4,5,3,8,6,7,6,7,3,9,2,8,3,8
9953,T,4,9,6,7,3,6,12,3,8,8,12,8,1,11,1,7
7481,I,1,2,1,3,1,7,7,1,7,7,6,9,0,8,3,8
7397,L,1,3,2,2,1,7,4,2,7,7,2,9,0,7,2,8
18106,X,1,1,2,1,0,8,7,3,4,7,6,8,2,8,4,8
6271,L,3,6,4,4,2,7,3,2,9,7,1,9,0,7,2,8
339,P,1,1,2,2,1,5,10,4,4,10,8,4,1,9,3,7
2209,F,2,1,3,2,1,5,11,3,5,11,9,5,1,10,3,6
8529,B,3,5,5,4,3,10,6,2,6,10,4,7,2,8,4,10
6995,Y,5,11,7,8,1,8,11,2,2,7,13,8,1,11,0,8
9081,K,3,6,5,5,5,6,8,3,3,7,4,9,4,6,6,9
3337,O,2,5,3,3,2,8,7,7,4,9,5,8,2,8,3,8
17598,W,9,10,13,9,15,8,7,5,5,7,6,8,12,10,10,4
9067,Q,3,4,4,5,3,7,8,5,3,7,9,10,3,8,5,8
1695,T,5,7,6,6,6,5,8,4,8,9,7,10,3,7,7,5
4601,Z,4,7,6,5,3,7,7,2,10,12,6,8,1,9,6,8
9538,Y,3,8,4,6,2,8,10,1,3,7,12,8,1,11,0,8
11323,K,8,10,11,8,6,8,6,2,8,10,4,9,4,7,5,9
6572,C,1,0,1,1,0,6,7,6,8,7,6,14,0,8,4,10
